"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"65760649","08/04/2025 01:38:00 PM",,"DEP","Department of Environmental Protection","Water System","Hydrant Knocked Over/Missing (WC)",,"11101","34-82 SKILLMAN AVENUE","SKILLMAN AVENUE","34 ST","35 ST",,,"ADDRESS","LONG ISLAND CITY",,,"Started",,"The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.","08/05/2025 01:05:00 PM","02 QUEENS",,"QUEENS","1,003,761","211,440","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74700900885","-73.92958485566","(40.747009008854214, -73.92958485566261)"
"65696373","07/29/2025 06:52:44 AM","08/12/2025 02:36:10 PM","DPR","Department of Parks and Recreation","Damaged Tree","Branch or Limb Has Fallen Down","Street","11101","33-02 SKILLMAN AVENUE","SKILLMAN AVENUE","33 STREET","34 STREET","33 STREET","34 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.","08/12/2025 02:36:15 PM","02 QUEENS","4002410001","QUEENS","1,003,338","211,337","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74672722298","-73.93111175317","(40.746727222981406, -73.93111175317452)"
"65692899","07/28/2025 03:15:40 PM","07/29/2025 10:17:39 AM","DSNY","Department of Sanitation","Dirty Condition","Debris from Car Accident","Street","11101","33-02 SKILLMAN AVENUE","SKILLMAN AVENUE","33 STREET","34 STREET","33 STREET","34 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.","07/29/2025 10:17:38 AM","02 QUEENS","4002410001","QUEENS","1,003,338","211,337","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74672722298","-73.93111175317","(40.746727222981406, -73.93111175317452)"
"65627701","07/21/2025 08:59:00 PM","07/22/2025 03:00:00 AM","DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"11101","26-32 SKILLMAN AVENUE","SKILLMAN AVENUE","47 AVE","27 ST",,,"ADDRESS","LONG ISLAND CITY",,"N/A","Closed",,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).","07/22/2025 03:00:00 AM","02 QUEENS","4000960010","QUEENS","1,000,544","210,363","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74405942712","-73.94119760501","(40.74405942712206, -73.94119760501418)"
"65572041","07/15/2025 11:11:16 AM","07/15/2025 12:46:56 PM","NYPD","New York City Police Department","Animal-Abuse","Neglected","Park/Playground","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","07/15/2025 12:47:00 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"65570165","07/15/2025 08:31:00 AM","07/15/2025 09:37:17 AM","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","07/15/2025 09:37:23 AM","02 QUEENS","4001000001","QUEENS","999,323","209,722","PHONE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"65447160","07/03/2025 09:05:00 AM","07/09/2025 05:50:00 PM","DEP","Department of Environmental Protection","Water System","Hydrant Leaking (WC1)",,"11101","26-32 SKILLMAN AVENUE","SKILLMAN AVENUE","47 AVE","27 ST",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The Department of Environmental Protection investigated this complaint and shut the running hydrant.","07/09/2025 05:50:00 PM","02 QUEENS","4000960010","QUEENS","1,000,544","210,363","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74405942712","-73.94119760501","(40.74405942712206, -73.94119760501418)"
"65439205","07/02/2025 03:43:53 PM","07/03/2025 07:14:09 AM","DPR","Department of Parks and Recreation","Damaged Tree","Entire Tree Has Fallen Down","Street","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"NYC Parks visited the location but could not find the tree condition you reported.","07/03/2025 07:14:13 AM","02 QUEENS","4001000001","QUEENS","999,323","209,722","PHONE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"65442868","07/02/2025 10:51:34 AM","07/31/2025 06:54:48 AM","DOT","Department of Transportation","Broken Parking Meter","No Receipt","Street","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","47 AVENUE","27 STREET","47 AVENUE","27 STREET","BLOCKFACE",,,,"Closed",,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.","07/31/2025 06:54:52 AM","Unspecified QUEENS",,"QUEENS","1,000,549","210,354","PHONE","Unspecified","QUEENS",,,,,,,,"40.74403471516","-73.94117958264","(40.7440347151636, -73.94117958264269)"
"65279757","06/16/2025 11:12:15 AM","07/02/2025 02:18:06 PM","DPR","Department of Parks and Recreation","Damaged Tree","Branch or Limb Has Fallen Down","Street","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"NYC Parks visited the location but could not find the tree condition you reported.","07/02/2025 02:18:11 PM","02 QUEENS",,"QUEENS","999,323","209,722","PHONE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"65254043","06/12/2025 12:16:00 PM","06/13/2025 07:24:00 AM","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11101","36-16 SKILLMAN AVENUE","SKILLMAN AVENUE","36 STREET","37 STREET",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.","06/13/2025 12:00:00 PM","02 QUEENS","4002170031","QUEENS","1,004,186","211,559","PHONE","Unspecified","QUEENS",,,,,,,,"40.74733468593","-73.92805067978","(40.747334685930184, -73.9280506797836)"
"65259051","06/12/2025 12:11:00 PM","06/13/2025 07:23:00 AM","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11101","36-16 SKILLMAN AVENUE","SKILLMAN AVENUE","36 STREET","37 STREET",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.","06/13/2025 12:00:00 PM","02 QUEENS","4002170031","QUEENS","1,004,186","211,559","PHONE","Unspecified","QUEENS",,,,,,,,"40.74733468593","-73.92805067978","(40.747334685930184, -73.9280506797836)"
"65099254","05/29/2025 03:35:00 PM","06/10/2025 12:51:00 PM","DEP","Department of Environmental Protection","Sewer","RAIN GARDEN DEBRIS (GIRGD)",,"11101","37-20 SKILLMAN AVENUE","SKILLMAN AVENUE","37 ST","BEND",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"NYC DEP investigated and determined the infrastructure required cleaning, which was completed at the time pf the inspection.","06/10/2025 12:51:00 PM","02 QUEENS","4002160024","QUEENS","1,004,454","211,628","PHONE","Unspecified","QUEENS",,,,,,,,"40.74752346527","-73.92708325696","(40.74752346527291, -73.9270832569572)"
"65018328","05/21/2025 11:18:46 AM","05/21/2025 12:02:00 PM","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11101","33-02 SKILLMAN AVENUE","SKILLMAN AVENUE","33 STREET","34 STREET","33 STREET","34 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","05/21/2025 12:02:03 PM","02 QUEENS","4002410001","QUEENS","1,003,338","211,337","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74672722298","-73.93111175317","(40.746727222981406, -73.93111175317452)"
"65012156","05/19/2025 10:45:00 AM","05/20/2025 05:05:00 AM","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11101","36-16 SKILLMAN AVENUE","SKILLMAN AVENUE","36 STREET","37 STREET",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.","05/20/2025 12:00:00 PM","02 QUEENS","4002170031","QUEENS","1,004,186","211,559","PHONE","Unspecified","QUEENS",,,,,,,,"40.74733468593","-73.92805067978","(40.747334685930184, -73.9280506797836)"
"64971581","05/16/2025 03:20:00 PM","07/23/2025 12:00:00 AM","DOB","Department of Buildings","Building/Use","Illegal Conversion Of Residential Building/Space",,"11101","47-10 AUSTELL PLACE","AUSTELL PLACE",,,,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The Department of Buildings investigated this complaint and determined that no further action was necessary.","07/23/2025 12:00:00 AM","02 QUEENS","4000980042","QUEENS","1,000,347","210,124","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.74340379276","-73.94190911774","(40.74340379276295, -73.94190911773529)"
"64961054","05/15/2025 11:08:50 AM","05/15/2025 01:01:44 PM","NYPD","New York City Police Department","Traffic","Congestion/Gridlock","Street/Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","05/15/2025 01:01:48 PM","02 QUEENS","4001000001","QUEENS","999,323","209,722","PHONE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"64860971","05/06/2025 08:09:48 AM","05/06/2025 11:46:29 AM","NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11101","27-20 SKILLMAN AVENUE","SKILLMAN AVENUE","27 STREET","28 STREET","27 STREET","28 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","05/06/2025 11:46:34 AM","02 QUEENS","4002710010","QUEENS","1,000,875","210,523","PHONE","Unspecified","QUEENS",,,,,,,,"40.74449797094","-73.94000268475","(40.74449797094427, -73.94000268475358)"
"64850617","05/05/2025 12:51:47 PM","05/09/2025 01:56:28 PM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","27-20 SKILLMAN AVENUE","SKILLMAN AVENUE","27 STREET","28 STREET","27 STREET","28 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","05/09/2025 03:41:07 AM","02 QUEENS","4002710010","QUEENS","1,000,875","210,523","PHONE","Unspecified","QUEENS",,,,,,,,"40.74449797094","-73.94000268475","(40.74449797094427, -73.94000268475358)"
"64802567","04/30/2025 10:24:24 AM","04/30/2025 02:11:35 PM","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","11101","36-04 SKILLMAN AVENUE","SKILLMAN AVENUE","36 STREET","37 STREET","36 STREET","37 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","04/30/2025 02:11:40 PM","02 QUEENS","4002170016","QUEENS","1,004,162","211,553","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74731827152","-73.92813731387","(40.74731827151735, -73.9281373138658)"
"64787687","04/28/2025 10:45:00 AM","04/28/2025 09:19:00 PM","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11101","27-02 SKILLMAN AVENUE","SKILLMAN AVENUE","27 STREET","28 STREET",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.","04/28/2025 12:00:00 PM","02 QUEENS","4002710010","QUEENS","1,000,837","210,507","PHONE","Unspecified","QUEENS",,,,,,,,"40.74445412631","-73.94013986089","(40.74445412631319, -73.94013986088962)"
"64785671","04/28/2025 06:47:14 AM","04/29/2025 01:50:32 PM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","04/29/2025 05:35:33 AM","02 QUEENS","4001000001","QUEENS","999,323","209,722","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"64755270","04/25/2025 06:13:36 AM","04/26/2025 03:45:53 PM","DSNY","Department of Sanitation","Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","Street","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation collected the requested items.","04/26/2025 02:11:38 PM","02 QUEENS","4001000001","QUEENS","999,323","209,722","PHONE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"64658142","04/15/2025 09:23:00 PM","04/16/2025 01:00:00 AM","DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"11101","26-32 SKILLMAN AVENUE","SKILLMAN AVENUE","47 AVE","27 ST",,,"ADDRESS","LONG ISLAND CITY",,"N/A","Closed",,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).","04/16/2025 01:00:00 AM","02 QUEENS","4000960010","QUEENS","1,000,544","210,363","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74405942712","-73.94119760501","(40.74405942712206, -73.94119760501418)"
"64647186","04/14/2025 08:54:15 AM","04/15/2025 01:40:20 PM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","04/15/2025 01:12:08 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"64631439","04/12/2025 10:04:00 AM","04/12/2025 12:08:35 PM","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11101","47-10 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","04/12/2025 12:08:39 PM","02 QUEENS","4000980042","QUEENS","1,000,347","210,124","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74340379276","-73.94190911774","(40.74340379276295, -73.94190911773529)"
"64585813","04/05/2025 02:54:02 PM","04/06/2025 07:45:00 AM","DOT","Department of Transportation","Street Condition","Pothole",,"11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LONG ISLAND RAILROAD",,,"ADDRESS","LONG ISLAND CITY",,"N/A","Closed",,"The Department of Transportation inspected this complaint and repaired the problem.","04/06/2025 07:45:00 AM","02 QUEENS","4001000001","QUEENS","999,323","209,722","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"64546861","04/03/2025 07:09:50 AM","04/03/2025 12:17:21 PM","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11101","28-02 SKILLMAN AVENUE","SKILLMAN AVENUE","28 STREET","29 STREET","28 STREET","29 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","04/03/2025 12:17:24 PM","02 QUEENS","4002720001","QUEENS","1,001,128","210,630","MOBILE","Unspecified","QUEENS","Car",,,,,,,"40.74479117986","-73.93908937469","(40.74479117985536, -73.93908937468802)"
